Company,Company Description,Market Cap,Stock Price,PE Ratio,EPS,Market Cap Real
85) Morgan Stanley (MS),"Morgan Stanley, incorporated on October 1, 1981, is a financial holding company. The Company is engaged in global financial services. The Company, through its subsidiaries and affiliates, advises, and originates, ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding MS",$75.64,$47.97,9.69,5.52,"$75,640,000,000"
86) Altria (MO),"Altria Group, Inc., incorporated on August 27, 2009, is a holding company. The Companys segments include smokeable products, smokeless products and wine. The Companys subsidiaries include Philip Morris USA Inc. ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding MO",$72.42,$38.97,8.55,-0.5,"$72,420,000,000"
87) Crown Castle Intl (CCI),"Crown Castle International Corp., incorporated on May 27, 2014, is a real estate investment trust (REIT), which owns, operates and leases shared wireless infrastructure that is geographically dispersed throughout the ...See Company Profile ...Dividend History ...List of ETFs holding CCI",$70.76,$168.62,61.99,1.74,"$70,760,000,000"
88) Deere and Co. (DE),"Deere & Company, incorporated on April 25, 1958, is engaged in equipment operations. The Company is engaged in providing financial services. The Company operates through three business segments: agriculture and ...See Company Profile ...Dividend History ...List of ETFs holding DE",$70.44,$224.79,22,8.58,"$70,440,000,000"
89) Booking Holdings (BKNG),"Booking Holdings Inc., formerly The Priceline Group Inc., incorporated on July 30, 1998, is a provider of travel and restaurant online reservation and related services. The Company, through its online travel companies (OTCs), connects consumers wishing to make travel reservations with providers of travel services across the world. ...List of ETFs holding BKNG",$70.05,"$1,710.71",25.64,60.94,"$70,050,000,000"
90) Anthem (ANTM),"Anthem, Inc., incorporated on July 17, 2001, is a health benefits company. The Company operates through three segments: Commercial and Specialty Business, Government Business and Other. It offers a full ...See Company Profile ...Dividend History ...List of ETFs holding ANTM",$69.17,$275.01,10.84,22.99,"$69,170,000,000"
91) TJX Companies (TJX),"The TJX Companies, Inc. operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family ...See Company Profile ...Dividend History ...List of ETFs holding TJX",$69.10,$57.63,22.78,0.58,"$69,100,000,000"
92) Equinix (EQIX),"Equinix, Inc. (Equinix), incorporated on June 22, 1998, operates as a real estate investment trust (REIT). The Company connects various companies directly to their customers and partners inside interconnected data ...See Company Profile ...Dividend History ...List of ETFs holding EQIX",$68.90,$778,92.84,5.76,"$68,900,000,000"
93) Goldman Sachs (GS),"The Goldman Sachs Group, Inc., incorporated on July 21, 1998, is an investment banking, securities and investment management company that provides a range of financial services to corporations, financial institutions, ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding GS",$68.78,$199.90,8.81,13.26,"$68,780,000,000"
94) Fiserv (FISV),"Fiserv, Inc., incorporated on February 19, 1992, is a provider of financial services technology. The Company provides account processing systems; electronic payments processing products and services, such as electronic bill ...See Company Profile ...Dividend History ...List of ETFs holding FISV",$68.07,$101.65,18.86,1.26,"$68,070,000,000"
95) Vertex Pharma (VRTX),"Vertex Pharmaceuticals Incorporated, incorporated on January 4, 1989, is engaged in discovering, developing, manufacturing and commercializing medicines for serious diseases. The Company is focused on developing and commercializing therapies for ...See Company Profile ...Dividend History ...List of ETFs holding VRTX",$67.93,$260.80,22.98,7.92,"$67,930,000,000"
96) Becton Dickinson and (BDX),"Becton, Dickinson and Company (BD), incorporated in November 1906, is a global medical technology company engaged in the development, manufacture and sale of a range of medical supplies, devices, laboratory ...See Company Profile ...Dividend History ...List of ETFs holding BDX",$67.44,$232.66,18.32,2.84,"$67,440,000,000"
97) Duke Energy (DUK),"Duke Energy Corporation (Duke Energy), incorporated on May 3, 2005, is an energy company. The Company operates through three segments: Electric Utilities and Infrastructure; Gas Utilities and Infrastructure, and Commercial ...See Company Profile ...Dividend History ...List of ETFs holding DUK",$67.35,$91.58,17.58,2.8,"$67,350,000,000"
98) Dominion Resources (D),"Dominion Resources, Inc. (Dominion), incorporated on February 18, 1983, is a producer and transporter of energy. Dominion is focused on its investment in regulated electric generation, transmission and distribution and ...See Company Profile ...Dividend History ...List of ETFs holding D",$67.04,$79.80,20.67,0.56,"$67,040,000,000"
99) FedEx (FDX),"FedEx Corporation (FedEx), incorporated on October 2, 1997, provides a portfolio of transportation, e-commerce and business services through companies competing collectively, operating independently and managed collaboratively, under the FedEx brand. ...See Company Profile ...Dividend History ...List of ETFs holding FDX",$67.01,$255.20,14.76,6.79,"$67,010,000,000"
100) Colgate-Palmolive (CL),"Colgate-Palmolive Company, together with its subsidiaries, manufactures and sells consumer products worldwide. It operates through two segments, Oral, Personal and Home Care; and Pet Nutrition. The company offe...See Company Profile ...Dividend History ...List of ETFs holding CL",$66.36,$77.40,24.73,2.99,"$66,360,000,000"
101) Air Products and Chemicals (APD),"Air Products and Chemicals, Inc., incorporated on May 25, 1961, is an industrial gases company. The Companys Industrial Gases business provides atmospheric and process gases and related equipment to manufacturing ...See Company Profile ...Dividend History ...List of ETFs holding APD",$65.39,$296.04,30.12,8.56,"$65,390,000,000"
102) Sherwin-Williams (SHW),"The Sherwin-Williams Company (Sherwin-Williams), incorporated on July 16, 1884, is engaged in the development, manufacture, distribution and sale of paint, coatings and related products to professional, industrial, commercial and retail ...See Company Profile ...Dividend History ...List of ETFs holding SHW",$62.73,$688.98,27,18.77,"$62,730,000,000"
103) CIGNA (CI),"Cigna Corporation (Cigna), incorporated on November 3, 1981, together with its subsidiaries, is a health services company. The Company offers medical, dental, disability, life and accident insurance and related products ...See Company Profile ...Dividend History ...List of ETFs holding CI",$62.41,$167.23,8.17,14.04,"$62,410,000,000"
104) Illinois Tool Works (ITW),"Illinois Tool Works Inc., incorporated on June 19, 1961, is a manufacturer of a range of industrial products and equipment. The Company operates through seven segments: Automotive OEM; Food Equipment; ...See Company Profile ...Dividend History ...List of ETFs holding ITW",$60.66,$191.85,27.06,6.81,"$60,660,000,000"
105) Activision Blizzard (ATVI),"Activision Blizzard, Inc., incorporated on February 17, 2000, is a developer and publisher of interactive entertainment content and services. The Company develops and distributes content and services across various gaming ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding ATVI",$60.44,$78.30,23.37,2.34,"$60,440,000,000"
106) CME (CME),"CME Group Inc., incorporated on August 2, 2001, through its exchanges, provides products across all asset classes, including futures and options based on interest rates, equity indexes, foreign exchange, energy, ...See Company Profile ...Dividend History ...List of ETFs holding CME",$60.43,$168.49,23.87,6.63,"$60,430,000,000"
107) Regeneron Pharma (REGN),"Regeneron Pharmaceuticals, Inc., incorporated on January 11, 1988, is a biopharmaceutical company that discovers, invents, develops, manufactures and commercializes medicines for the treatment of serious medical conditions. The Company commercializes ...See Company Profile ...Dividend History ...List of ETFs holding REGN",$60.09,$564.80,16.67,25.83,"$60,090,000,000"
108) Automatic Data Processing (ADP),"Automatic Data Processing, Inc. (ADP), incorporated on June 12, 1961, is a provider of human capital management (HCM) solutions to employers, offering solutions to businesses of various sizes. The Company ...See Company Profile ...Dividend History ...List of ETFs holding ADP",$59.61,$138.67,23.31,5.7,"$59,610,000,000"
109) Southern (SO),"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. It operates in four segments: Gas Distribution Operations, Gas Pipeline Invest...See Company Profile ...Dividend History ...List of ETFs holding SO",$59.42,$56.26,16.95,3.06,"$59,420,000,000"
110) CSX (CSX),"CSX Corporation, incorporated on November 15, 1978, is a transportation company. The Company provides rail-based freight transportation services, including traditional rail service and transport of intermodal containers and trailers, as ...See Company Profile ...Dividend History ...List of ETFs holding CSX",$59.02,$77.15,18.46,3.72,"$59,020,000,000"
111) Marsh and McLennan Companies (MMC),"Marsh & McLennan Companies, Inc., a professional services company, provides advice and solutions to clients in the areas of risk, strategy, and people worldwide. It operates in two segments, Risk and ...See Company Profile ...Dividend History ...List of ETFs holding MMC",$58.03,$114.56,22.42,3.96,"$58,030,000,000"
112) Intercontinental Exchange (ICE),"Intercontinental Exchange, Inc., incorporated on March 6, 2013, is an operator of regulated exchanges, clearing houses and listings venues. The Company provides data services for commodity and financial markets. The ...See Company Profile ...Dividend History ...List of ETFs holding ICE",$56.88,$101.34,21.75,3.87,"$56,880,000,000"
113) Ecolab (ECL),"Ecolab Inc., incorporated on February 18, 1924, provides water, hygiene and energy technologies and services. The Companys cleaning and sanitizing programs and products, pest elimination services and equipment maintenance and ...See Company Profile ...Dividend History ...List of ETFs holding ECL",$56.52,$198.06,37.23,-2.98,"$56,520,000,000"
114) General Electric (GE),"General Electric Company (GE), incorporated on April 15, 1892, is a global digital industrial company. The Companys products and services range from aircraft engines, power generation, and oil and gas ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding GE",$55.93,$6.39,18.79,-0.58,"$55,930,000,000"
115) US Bancorp (USB),"U.S. Bancorp, incorporated on April 2, 1929, is a multi-state financial services holding company. The Company provides a full range of financial services, including lending and depository services, cash management, ...See Company Profile ...Dividend History ...List of ETFs holding USB",$55.39,$36.77,12.9,3.2,"$55,390,000,000"
116) Moody's (MCO),"Moodys Corporation (Moodys), incorporated on June 2, 2000, is a provider of credit ratings; credit, capital markets and economic related research, data and analytical tools; software solutions and related risk ...See Company Profile ...Dividend History ...List of ETFs holding MCO",$55.18,$293.96,29.81,9.12,"$55,180,000,000"
117) Progressive (PGR),"The Progressive Corporation, incorporated on February 4, 1965, is an insurance holding company. The Companys insurance subsidiaries and affiliates provide personal and commercial automobile and property insurance, other specialty property-casualty ...See Company Profile ...Dividend History ...List of ETFs holding PGR",$55.17,$94.21,17.07,7.46,"$55,170,000,000"
118) Boston Scientific (BSX),"Boston Scientific Corporation, incorporated on June 22, 1979, is a developer, manufacturer and marketer of medical devices that are used in a range of interventional medical specialties. The Company offers ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding BSX",$55.05,$38.48,23.04,2.83,"$55,050,000,000"
119) Norfolk Southern (NSC),"Norfolk Southern Corporation, incorporated on August 24, 2009, is a holding company engaged principally in the rail transportation business. As of December 31, 2016, the Company operated approximately 19,500 miles ...See Company Profile ...Dividend History ...List of ETFs holding NSC",$54.25,$212.66,19.71,8.05,"$54,250,000,000"
120) Humana (HUM),"Humana Inc. (Humana), incorporated on July 27, 1964, is a health and well-being company. The Companys segments include Retail, Group, Healthcare Services and Other Businesses. The Retail segment consists of ...See Company Profile ...Dividend History ...List of ETFs holding HUM",$54.02,$408.31,18.48,26.27,"$54,020,000,000"
121) Truist Financial Corp (TFC),"Truist Financial Corp. is an American bank holding company headquartered in Charlotte, North Carolina. The company was formed in December 2019 as the result of the merger of BB&T and SunTrust Banks....See Company Profile ...Dividend History ...List of ETFs holding TFC",$53.88,$39.98,0,0,"$53,880,000,000"
122) Global Payments (GPN),"Global Payments Inc., incorporated on October 1, 2000, is a provider of payment technology services. The Company provides payment and digital commerce solutions. The Company operates through three segments: North ...See Company Profile ...Dividend History ...List of ETFs holding GPN",$53.39,$178.43,22.42,1.39,"$53,390,000,000"
